Product_ID,Weight_kg,Energy_Consumption_kWh,Water_Usage_Liters,Carbon_Footprint_kgCO2,Waste_Generated_kg,Lifespan_Years,Sustainability_Rating,Product_Name_LED Bulb,Product_Name_Laptop,Product_Name_Plastic Bottle,Product_Name_Refrigerator,Product_Name_Smartphone,Product_Name_Sneakers,Product_Name_T-Shirt,Material_Glass,Material_Leather,Material_Metal,Material_Plastic,Material_Polyester,Material_Wood,Disposal_Method_Landfill,Disposal_Method_Recycled,Disposal_Method_Reused,Manufacturing_Country_China,Manufacturing_Country_Germany,Manufacturing_Country_India,Manufacturing_Country_USA,Manufacturing_Country_Vietnam,Impact_per_Year,Eco_Index
P00108,3.86,97.44,1093.53,669.07,4.14,11,2.7,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,60.825,0.02
P00109,9.83,243.61,3402.73,747.07,9.02,10,3.2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,74.707,0.021
P00110,15.96,700.24,3989.01,888.07,2.74,4,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,222.018,0.022
P00111,15.26,1918.36,4706.7,265.01,1.68,1,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,265.01,0.019
P00112,0.54,1874.97,3687.28,51.65,9.39,3,2.9,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,17.217,0.238
P00113,6.49,1596.6,3000.34,97.37,4.95,6,3.3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,16.228,0.161
P00114,15.19,1683.97,2363.07,364.97,13.41,3,3.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,121.657,0.04
P00115,1.28,197.76,3556.54,90.48,5.38,7,1.6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,12.926,0.083
P00116,15.55,1757.79,3595.77,282.12,11.25,14,4.2,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,20.151,0.072
P00117,1.82,1264.8,1389.61,532.91,3.52,10,4.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,53.291,0.037
P00118,3.64,662.29,1019.17,377.89,13.9,14,3.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,26.992,0.046
P00119,10.83,266.14,152.96,408.09,6.6,8,2.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,51.011,0.033
P00120,1.08,1761.34,3253.29,103.58,4.88,7,1.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,14.797,0.051
P00121,0.12,139.8,3890.11,514.26,10.0,14,3.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,36.733,0.034
P00122,11.2,1637.79,4343.31,652.71,6.43,2,2.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,326.355,0.016
P00123,8.77,1534.73,2550.92,93.81,9.26,2,3.6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,46.905,0.175
P00124,8.35,244.52,1357.06,629.76,9.5,10,1.4,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,62.976,0.011
P00125,15.99,1632.4,2839.97,372.76,3.06,1,1.8,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,372.76,0.024
P00126,12.88,1279.25,3420.0,889.86,0.99,6,4.2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,148.31,0.024
P00127,19.45,1555.86,871.83,173.08,2.03,14,4.5,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,12.363,0.128
P00128,9.21,591.03,534.6,203.4,3.39,5,2.1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,40.68,0.051
P00129,15.1,845.21,1733.41,767.68,2.15,8,3.3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,95.96,0.021
P00130,8.92,1127.35,2517.87,63.78,7.38,12,3.7,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,5.315,0.26
P00131,7.75,1281.37,1272.16,157.01,7.78,2,1.9,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,78.505,0.058
P00132,4.91,1710.67,2720.58,138.72,11.37,14,2.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.909,0.093
P00133,18.79,1963.06,3456.34,132.86,14.59,13,1.2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,10.22,0.041
P00134,11.9,1034.07,4378.12,388.43,3.15,10,3.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,38.843,0.042
P00135,9.09,493.58,2966.57,708.33,9.96,4,1.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,177.082,0.012
P00136,10.37,1256.08,4363.16,840.42,13.88,14,1.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,60.03,0.006
P00137,4.34,1323.67,2590.78,170.8,3.14,5,2.7,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,34.16,0.078
P00138,0.18,1972.41,3955.93,912.91,14.64,12,2.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,76.076,0.014
P00139,19.09,1540.63,2539.14,13.06,13.9,7,5.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.866,0.927
P00140,17.49,274.71,127.53,414.47,10.1,1,2.3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,414.47,0.027
P00141,4.87,401.37,1085.6,759.95,3.96,5,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,151.99,0.02
P00142,19.27,765.38,3955.26,143.02,6.81,1,1.3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,143.02,0.043
P00143,14.93,1284.6,3199.22,252.03,5.62,6,3.9,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,42.005,0.076
P00144,0.45,860.77,3408.61,77.16,1.76,1,5.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,77.16,0.317
P00145,13.94,661.59,228.9,497.26,3.22,12,4.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,41.438,0.049
P00146,6.02,436.19,4030.23,749.0,2.24,9,4.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,83.222,0.027
P00147,0.98,1693.59,3145.93,677.54,14.92,10,2.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,67.754,0.016
P00148,19.47,235.03,3091.01,788.02,0.5,4,4.8,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,197.005,0.03
P00149,17.33,1368.37,1780.38,544.83,9.46,8,3.4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,68.104,0.031
P00150,16.49,998.09,1899.58,11.83,1.14,3,2.4,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,3.943,0.925
P00151,2.93,1367.48,1532.74,422.3,14.75,14,2.8,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,30.164,0.032
P00152,2.51,1533.85,4810.39,913.45,2.02,7,2.3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,130.493,0.013
P00153,4.99,482.03,4241.46,555.22,3.33,6,2.7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,92.537,0.024
P00154,18.72,871.8,1573.59,852.01,1.39,10,2.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,85.201,0.012
P00155,3.49,447.4,4270.97,543.06,6.87,4,2.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135.765,0.019
P00156,2.31,1097.97,800.11,394.4,4.73,2,1.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,197.2,0.024
P00157,5.17,53.53,2441.52,453.14,5.45,8,4.1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,56.642,0.045
P00158,13.35,1376.59,1171.04,596.84,12.35,12,3.2,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,49.737,0.026
P00159,2.48,1476.3,1417.72,123.35,12.96,7,4.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,17.621,0.165
P00160,5.09,1134.12,1572.12,518.64,1.71,14,4.6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,37.046,0.044
P00161,14.65,944.11,374.38,216.68,7.39,1,4.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,216.68,0.103
P00162,3.25,128.87,1004.04,835.8,9.62,8,4.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,104.475,0.025
P00163,15.18,527.39,3828.93,262.28,11.1,4,4.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,65.57,0.077
